,Ref_DOI_number,Ref_publication_date,Ref_journal,JV_default_Voc,JV_default_Jsc,JV_default_FF,JV_default_PCE,JV_light_intensity,Perovskite_band_gap,Perovskite_composition_short_form,Cell_architecture,DOI,Citations,Journal,Publication_date
2378,10.1039/c4ta07036d,2015-01-20,Journal of Materials Chemistry A,1.04,19.5,0.629,12.8,100.0,1.63,MAPbI,nip,10.1039/c4ta07036d,114,Journal of Materials Chemistry A,2015-01-20
2379,10.1039/c7se00538e,2017-12-14,Sustainable Energy & Fuels,1.01,19.9,0.64,12.8,100.0,,CsFAPbBrI,nip,10.1039/c7se00538e,22,Sustainable Energy & Fuels,2017-12-14
2380,10.1039/c4cc07518h,2014-11-19,Chemical Communications,1.08,18.5,0.64,12.8,100.0,1.6,MAPbI,pin,10.1039/c4cc07518h,102,Chemical Communications,2014-11-19
2381,10.1002/aenm.201600994,2016-08-16,Advanced Energy Materials,0.93,18.0,0.77,12.8,100.0,1.6,MAPbI,pin,10.1002/aenm.201600994,100,Advanced Energy Materials,2016-08-16
2382,10.1039/c7ta04225f,2017-05-30,J. Mater. Chem. A,1.05,17.4,0.698,12.8,100.0,1.6,MAPbI,nip,10.1039/c7ta04225f,55,J. Mater. Chem. A,2017-05-30
2383,10.1039/c8ta06976j,2018-09-18,Journal of Materials Chemistry A,1.0,17.5,0.73,12.8,100.0,,GUMAPbI,pin,10.1039/c8ta06976j,24,Journal of Materials Chemistry A,2018-09-18
2384,10.1002/aenm.201700265,2017-05-12,Advanced Energy Materials,1.03,20.04,0.61,12.8,100.0,1.6,MAPbI,nip,10.1002/aenm.201700265,20,Advanced Energy Materials,2017-05-12
2385,10.1039/c7ta09646a,2018-01-08,Journal of Materials Chemistry A,0.922,18.82,0.738,12.8,100.0,1.6,MAPbI,nip,10.1039/c7ta09646a,47,Journal of Materials Chemistry A,2018-01-07
2386,10.1039/c5nr06189j,2015-10-28,Nanoscale,1.09,20.4,0.619,12.8,100.0,1.48,FAPbI,nip,10.1039/c5nr06189j,33,Nanoscale,2015-10-28
2387,10.1016/j.solmat.2016.08.011,2016-08-28,Solar Energy Materials and Solar Cells,0.87,20.8,0.71,12.8,100.0,1.61,MAPbI,nip,10.1016/j.solmat.2016.08.011,10,Solar Energy Materials and Solar Cells,2016-08-28
2388,10.1021/jp412655p,2014-03-31,The Journal of Physical Chemistry C,1.04,18.8,0.66,12.8,100.0,,MAPbBrI,nip,10.1021/jp412655p,45,The Journal of Physical Chemistry C,2014-03-31
2389,10.1021/acsami.8b22285,2019-02-15,ACS Applied Materials & Interfaces,1.05,18.13,0.68,12.8,100.0,1.57,MAPbI,nip,10.1021/acsami.8b22285,9,ACS Applied Materials & Interfaces,2019-02-15
2390,10.1039/C6TC03077G,2016-09-15,Journal of Materials Chemistry C,0.96,22.65,0.58,12.8,100.0,1.6,MAPbI,nip,10.1039/C6TC03077G,44,Journal of Materials Chemistry C,2016-09-15
2391,10.1016/j.apsusc.2016.03.093,2016-03-14,Applied Surface Science,0.89,21.46,0.67,12.8,100.0,1.6,MAPbI,nip,10.1016/j.apsusc.2016.03.093,32,Applied Surface Science,2016-03-14
2392,10.1039/C6TA07972E,2016-11-14,Journal of Materials Chemistry A,1.02,19.3,0.65,12.8,100.0,1.6,MAPbI,nip,10.1039/C6TA07972E,83,Journal of Materials Chemistry A,2016-11-14
2393,10.1007/s10854-017-8094-9,2017-11-01,Journal of Materials Science: Materials in Electronics,0.94,21.7,0.628,12.8,100.0,1.62,CsFAMAPbBrI,pin,10.1007/s10854-017-8094-9,13,Journal of Materials Science: Materials in Electronics,2017-11-01
2394,10.1016/j.cap.2015.01.028,2015-02-03,Current Applied Physics,0.877,20.122,0.762,12.81,100.0,1.6,MAPbI,nip,10.1016/j.cap.2015.01.028,27,Current Applied Physics,2015-02-03
2395,10.1021/acsami.9b04373,2019-04-25,ACS Applied Materials & Interfaces,1.04,19.25,0.64,12.81,100.0,1.6,MAPbI,pin,10.1021/acsami.9b04373,6,ACS Applied Materials & Interfaces,2019-04-25
2396,10.1016/j.solmat.2017.03.024,2017-03-23,Solar Energy Materials and Solar Cells,0.92,23.81,0.59,12.82,100.0,1.55,MAPbI,nip,10.1016/j.solmat.2017.03.024,21,Solar Energy Materials and Solar Cells,2017-03-23
2397,10.1016/j.tsf.2018.03.088,2018-04-03,Thin Solid Films,1.05,17.45,0.7,12.82,100.0,1.6,MAPbI,nip,10.1016/j.tsf.2018.03.088,5,Thin Solid Films,2018-04-03
2398,10.1038/s41598-019-42962-9,2019-05-07,Scientific Reports,0.965,22.91,0.58,12.82,100.0,1.5,MAPbI,nip,10.1038/s41598-019-42962-9,35,Scientific Reports,2019-05-07
2399,10.1039/c8nj05941a,2019-03-07,New Journal of Chemistry,0.99,17.7,0.74,12.83,100.0,1.6,MAPbI,pin,10.1039/c8nj05941a,6,New Journal of Chemistry,2019-03-07
2400,10.1088/1674-4926/38/1/014003,2017-01-31,Journal of Semiconductors,1.16,15.59,0.738,12.84,100.0,1.6,MAPbI,nip,10.1088/1674-4926/38/1/014003,6,Journal of Semiconductors,2017-01-31
2401,10.1126/science.1254763,2014-07-17,Science,0.86,22.76,0.6579999999999999,12.84,100.0,1.6,MAPbI,nip,10.1126/science.1254763,2315,Science,2014-07-17
2402,10.1021/acs.nanolett.5b01917,2015-06-22,Nano Letters,1.013,17.834,0.711,12.84,100.0,1.6,MAPbI,nip,10.1021/acs.nanolett.5b01917,119,Nano Letters,2015-06-22
2403,10.1021/acssuschemeng.8b04603,2018-12-01,ACS Sustainable Chemistry & Engineering,0.91,20.13,0.7040000000000001,12.85,100.0,1.6,MAPbI,pin,10.1021/acssuschemeng.8b04603,6,ACS Sustainable Chemistry & Engineering,2018-12-01
2404,10.1007/s12274-017-1896-5,2017-11-24,Nano Research,,,,12.85,100.0,1.6,MAPbI,nip,10.1007/s12274-017-1896-5,82,Nano Research,2017-11-24
2405,10.1016/j.solener.2018.10.037,2018-10-16,Solar Energy,0.92,21.51,0.65,12.86,100.0,1.589,MAPbI,pin,10.1016/j.solener.2018.10.037,17,Solar Energy,2018-10-16
2406,10.1039/c8ra08946a,2019-01-02,RSC Advances,0.867,22.26,0.69,12.86,100.0,1.6,MAPbI,pin,10.1039/c8ra08946a,1,RSC Advances,2019-01-02
2407,10.1039/c4sc00814f,2014-05-16,Chem. Sci.,0.976,20.8,0.63,12.87,100.0,1.6,MAPbI,nip,10.1039/c4sc00814f,162,Chem. Sci.,2014-05-16
2408,10.1039/c7ra10294a,2017-10-20,RSC Adv.,1.03,22.58,0.69,12.87,100.0,1.55,MAPbI,nip,10.1039/c7ra10294a,10,RSC Adv.,2017-10-20
2409,10.1021/acsphotonics.8b00783,2018-09-19,ACS Photonics,1.09,15.91,0.741,12.87,100.0,,CsPbBrI,nip,10.1021/acsphotonics.8b00783,54,ACS Photonics,2018-09-19
2410,10.1016/j.nanoen.2020.104842,2020-04-28,Nano Energy,0.94,22.49,0.61,12.89,100.0,,MAPbI,nip,10.1016/j.nanoen.2020.104842,25,Nano Energy,2020-04-28
2411,10.1117/1.JPE.7.022002,2017-05-24,Journal of Photonics for Energy,0.97,17.11,0.6659999999999999,12.89,100.0,1.6,MAPbI,nip,10.1117/1.JPE.7.022002,11,Journal of Photonics for Energy,2017-05-24
2412,10.1021/acsaem.8b00222,2018-04-18,ACS Applied Energy Materials,1.04,19.9,0.6809999999999999,12.9,100.0,,CsFAMAPbBrI,nip,10.1021/acsaem.8b00222,108,ACS Applied Energy Materials,2018-04-18
2413,10.1038/s41598-017-08642-2,2017-08-07,Scientific Reports,0.91,20.6,0.74,12.9,100.0,1.6,MAPbI,nip,10.1038/s41598-017-08642-2,52,Scientific Reports,2017-08-07
2414,10.1002/cssc.201501659,2016-02-20,ChemSusChem,1.036,16.7,0.78,12.9,100.0,1.55,MAPbI,nip,10.1002/cssc.201501659,82,ChemSusChem,2016-02-20
2415,10.1021/acs.chemmater.5b01924,2015-06-26,Chemistry of Materials,1.0,20.6,0.64,12.9,100.0,1.6,MAPbI,nip,10.1021/acs.chemmater.5b01924,83,Chemistry of Materials,2015-06-26
2416,10.1063/1.5086692,2019-04-16,APL Materials,0.94,19.53,0.7,12.9,100.0,1.6,MAPbI,nip,10.1063/1.5086692,10,APL Materials,2019-04-16
2417,10.1002/adma.201800710,2018-04-17,Advanced Materials,0.98,18.0,0.731,12.9,100.0,,(PDA)MAPbI,pin,10.1002/adma.201800710,200,Advanced Materials,2018-04-17
2418,10.1002/cssc.201601186,2016-12-07,ChemSusChem,1.04,21.5,0.71,12.9,100.0,1.6,MAPbI,nip,10.1002/cssc.201601186,71,ChemSusChem,2016-12-07
2419,10.1016/j.electacta.2017.06.032,2017-06-06,Electrochimica Acta,0.87,21.7,0.66,12.9,100.0,1.6,MAPbI,nip,10.1016/j.electacta.2017.06.032,46,Electrochimica Acta,2017-06-06
2420,10.1016/j.solener.2015.12.045,2016-01-27,Solar Energy,1.01,19.4,0.6579999999999999,12.9,100.0,1.6,MAPbI,nip,10.1016/j.solener.2015.12.045,32,Solar Energy,2016-01-27
2421,10.1039/c5nr08935b,2016-01-12,Nanoscale,0.92,20.1,0.6970000000000001,12.9,100.0,1.6,MAPbI,nip,10.1039/c5nr08935b,143,Nanoscale,2016-01-12
2422,10.1021/acsenergylett.8b00926,2018-07-02,ACS Energy Letters,0.95,18.7,0.72,12.9,100.0,,CsFAPbBrI,pin,10.1021/acsenergylett.8b00926,126,ACS Energy Letters,2018-07-02
2423,10.1088/1674-4926/38/1/014002,2017-01-31,Journal of Semiconductors,0.94,19.3,0.7,12.9,100.0,1.6,MAPbI,nip,10.1088/1674-4926/38/1/014002,4,Journal of Semiconductors,2017-01-31
2424,10.1088/1361-6528/ab4f2a,2019-10-18,Nanotechnology,0.94,19.53,0.7070000000000001,12.9,100.0,1.6,MAPbI,nip,10.1088/1361-6528/ab4f2a,6,Nanotechnology,2019-10-18
2425,10.1016/j.nanoen.2016.02.015,2016-02-13,Nano Energy,1.036,16.7,0.78,12.9,100.0,1.56,MAPbI,nip,10.1016/j.nanoen.2016.02.015,16,Nano Energy,2016-02-13
2426,10.1021/acs.jpclett.5b01716,2015-09-02,The Journal of Physical Chemistry Letters,1.079,16.34,0.73,12.9,100.0,1.58,MAPbI,pin,10.1021/acs.jpclett.5b01716,83,The Journal of Physical Chemistry Letters,2015-09-02
2427,10.1021/acsami.6b09978,2016-10-27,ACS Applied Materials & Interfaces,0.98,20.2,0.66,12.9,100.0,1.6,MAPbI,nip,10.1021/acsami.6b09978,12,ACS Applied Materials & Interfaces,2016-10-27
2428,10.1016/j.jtice.2017.09.004,2017-09-21,Journal of the Taiwan Institute of Chemical Engineers,0.98,19.1,0.684,12.9,100.0,,MACaPbI,nip,10.1016/j.jtice.2017.09.004,17,Journal of the Taiwan Institute of Chemical Engineers,2017-09-21
2429,10.1016/j.orgel.2017.11.044,2017-12-02,Organic Electronics,0.902,21.6,0.66,12.9,100.0,1.59,MAPbI,nip,10.1016/j.orgel.2017.11.044,6,Organic Electronics,2017-12-02
2430,10.1039/c4ta03741c,2014-08-26,J. Mater. Chem. A,0.921,20.9,0.67,12.9,100.0,,FAMAPbI,nip,10.1039/c4ta03741c,151,J. Mater. Chem. A,2014-08-26
2431,10.1016/j.solener.2018.01.083,2018-02-07,Solar Energy,0.948,17.5,0.78,12.9,100.0,1.6,MAPbI,pin,10.1016/j.solener.2018.01.083,26,Solar Energy,2018-02-07
2432,10.1002/ente.201500045,2015-05-01,Energy Technology,0.85,22.7,0.66,12.9,98.8,1.5,MAPbI,nip,10.1002/ente.201500045,296,Energy Technology,2015-05-01
2433,10.1116/1.5077098,2019-01-03,Journal of Vacuum Science & Technology A,,,0.625,12.9,100.0,1.6,MAPbI,pin,10.1116/1.5077098,2,Journal of Vacuum Science & Technology A,2019-01-03
2434,10.1016/j.cplett.2016.09.004,2016-09-09,Chemical Physics Letters,0.97,18.28,0.72,12.91,100.0,,FAMAPbI,pin,10.1016/j.cplett.2016.09.004,32,Chemical Physics Letters,2016-09-09
2435,10.1021/acs.nanolett.7b00289,2017-02-22,Nano Letters,1.02,17.72,0.716,12.91,100.0,1.6,MAPbI,pin,10.1021/acs.nanolett.7b00289,89,Nano Letters,2017-02-22
2436,10.1038/srep39132,2016-12-20,Scientific Reports,0.89,24.38,0.595,12.91,100.0,1.5,MAPbI,pin,10.1038/srep39132,9,Scientific Reports,2016-12-20
2437,10.1016/j.orgel.2018.04.052,2018-05-03,Organic Electronics,0.81,25.11,0.63,12.91,100.0,1.5,MAPbI,pin,10.1016/j.orgel.2018.04.052,12,Organic Electronics,2018-05-03
2438,10.1016/j.electacta.2018.09.161,2018-09-27,Electrochimica Acta,,,,12.92,100.0,,MAPbBrI,nip,10.1016/j.electacta.2018.09.161,4,Electrochimica Acta,2018-09-27
2439,10.1039/c5ra06876b,2015-05-29,RSC Advances,0.944,19.62,0.6940000000000001,12.93,99.5,1.6,MAPbI,nip,10.1039/c5ra06876b,56,RSC Advances,2015-05-29
2440,10.1038/srep27773,2016-06-09,Scientific Reports,1.0,17.93,0.722,12.94,100.0,1.5,MAPbI,pin,10.1038/srep27773,29,Scientific Reports,2016-06-09
2441,10.1016/j.nanoen.2019.104285,2019-11-12,Nano Energy,1.01,22.0,0.58,12.95,100.0,1.6,MAPbI,pin,10.1016/j.nanoen.2019.104285,3,Nano Energy,2019-11-12
2442,10.1039/c4nr06240j,2015-04-24,Nanoscale,0.89,22.57,0.645,12.95,100.0,1.6,MAPbI,pin,10.1039/c4nr06240j,90,Nanoscale,2015-04-24
2443,10.1002/aenm.201903365,2020-01-31,Advanced Energy Materials,0.951,18.6,0.7290000000000001,12.95,100.0,,CsPbI,nip,10.1002/aenm.201903365,31,Advanced Energy Materials,2020-01-31
2444,10.1016/j.electacta.2016.12.193,2017-01-05,Electrochimica Acta,0.99,22.9,0.56,12.96,100.0,1.6,MAPbI,nip,10.1016/j.electacta.2016.12.193,16,Electrochimica Acta,2017-01-05
2445,10.1021/acsaem.8b01405,2018-12-19,ACS Applied Energy Materials,1.011,21.7,0.6,12.97,100.0,1.6,MAPbI,nip,10.1021/acsaem.8b01405,20,ACS Applied Energy Materials,2018-12-19
2446,10.1016/j.nanoen.2017.02.040,2017-02-22,Nano Energy,0.76,26.0,0.66,12.98,100.0,1.2,FAMAPbSnI,pin,10.1016/j.nanoen.2017.02.040,104,Nano Energy,2017-02-22
2447,10.1039/C6RA05893K,2016-04-26,RSC Advances,1.02,18.42,0.69,12.98,100.0,1.6,MAPbI,pin,10.1039/C6RA05893K,38,RSC Advances,2016-04-26
2448,10.1039/c6tc01781a,2016-06-01,Journal of Materials Chemistry C,0.998,19.25,0.6759999999999999,12.99,100.0,1.5,MAPbI,nip,10.1039/c6tc01781a,16,Journal of Materials Chemistry C,2016-06-01
2449,10.1109/JPHOTOV.2018.2838443,2018-06-14,IEEE Journal of Photovoltaics,1.014,18.705,0.685,12.99,100.0,1.6,MAPbI,nip,10.1109/JPHOTOV.2018.2838443,3,IEEE Journal of Photovoltaics,2018-06-14
2450,10.1039/c5ta01207d,2015-04-09,Journal of Materials Chemistry A,1.08,19.5,0.616,13.0,100.0,1.6,MAPbI,nip,10.1039/c5ta01207d,269,Journal of Materials Chemistry A,2015-04-09
2451,10.1021/acs.jpcc.6b11584,2016-12-02,The Journal of Physical Chemistry C,1.061,20.2,0.61,13.0,100.0,1.6,MAPbI,nip,10.1021/acs.jpcc.6b11584,28,The Journal of Physical Chemistry C,2016-12-02
2452,10.1021/acsami.6b15095,2017-02-20,ACS Applied Materials & Interfaces,0.96,18.55,0.75,13.0,100.0,1.6,MAPbI,pin,10.1021/acsami.6b15095,29,ACS Applied Materials & Interfaces,2017-02-20
2453,10.1002/adfm.201905163,2019-08-17,Advanced Functional Materials,1.13,15.6,0.74,13.0,100.0,,CsPbBrI,pin,10.1002/adfm.201905163,15,Advanced Functional Materials,2019-08-17
2454,10.1002/smll.201601974,2016-09-27,Small,1.08,19.7,0.629,13.0,100.0,1.6,MAPbI,pin,10.1002/smll.201601974,12,Small,2016-09-27
2455,10.1016/j.solmat.2016.11.021,2016-11-28,Solar Energy Materials and Solar Cells,1.01,18.9,0.68,13.0,100.0,1.6,MAPbI,nip,10.1016/j.solmat.2016.11.021,7,Solar Energy Materials and Solar Cells,2016-11-28
2456,10.1038/s41467-019-08843-5,2019-02-20,Nature Communications,1.11,17.08,0.725,13.0,100.0,,BACsMAPbI,pin,10.1038/s41467-019-08843-5,68,Nature Communications,2019-02-20
2457,10.1039/c6ta09922j,2017-02-09,Journal of Materials Chemistry A,1.02,18.8,0.7190000000000001,13.0,100.0,1.5,MAPbI,nip,10.1039/c6ta09922j,45,Journal of Materials Chemistry A,2017-02-09
2458,10.1039/c7tc00858a,2017-04-24,Journal of Materials Chemistry C,1.02,17.4,0.733,13.0,100.0,1.6,MAPbI,nip,10.1039/c7tc00858a,48,Journal of Materials Chemistry C,2017-04-24
2459,10.1021/acs.jpcc.6b05298,2016-08-16,The Journal of Physical Chemistry C,1.04,19.51,0.643,13.0,100.0,1.55,MAPbI,nip,10.1021/acs.jpcc.6b05298,32,The Journal of Physical Chemistry C,2016-08-16
2460,10.1039/c7ta07545f,2017-09-20,Journal of Materials Chemistry A,0.909,19.05,0.69,13.0,100.0,2.15,MAPbI,nip,10.1039/c7ta07545f,35,Journal of Materials Chemistry A,2017-09-20
2461,10.1039/c5ta03577e,2015-06-29,Journal of Materials Chemistry A,0.97,21.6,0.62,13.0,100.0,1.49,FAPbI,nip,10.1039/c5ta03577e,134,Journal of Materials Chemistry A,2015-06-29
2462,10.1002/pip.2557,2014-11-06,Progress in Photovoltaics: Research and Applications,1.052,18.6,0.665,13.0,100.0,1.6,MAPbI,nip,10.1002/pip.2557,101,Progress in Photovoltaics: Research and Applications,2014-11-06
2463,10.1021/acsami.9b15488,2019-12-09,ACS Applied Materials & Interfaces,0.947,19.0,0.72,13.0,100.0,,CsFAMAPbBrI,nip,10.1021/acsami.9b15488,38,ACS Applied Materials & Interfaces,2019-12-09
2464,10.1002/admi.201801788,2019-01-15,Advanced Materials Interfaces,0.979,22.8,0.5820000000000001,13.0,100.0,,CsFAMAPbBrI,nip,10.1002/admi.201801788,18,Advanced Materials Interfaces,2019-01-15
2465,10.1002/smll.201403344,2015-02-13,Small,0.9,19.7,0.73,13.0,100.0,1.6,MAPbI,pin,10.1002/smll.201403344,74,Small,2015-02-13
2466,10.1039/C5TA03577E,2015-06-29,Journal of Materials Chemistry A,0.97,21.6,0.62,13.0,100.0,1.48,FAPbI,nip,10.1039/C5TA03577E,134,Journal of Materials Chemistry A,2015-06-29
2467,10.1039/c6ta06657g,2016-08-11,Journal of Materials Chemistry A,1.08,17.2,0.7,13.0,100.0,1.6,MAPbI,nip,10.1039/c6ta06657g,43,Journal of Materials Chemistry A,2016-08-11
2468,10.1557/mrc.2018.231,2018-12-28,MRS Communications,0.81,25.0,0.61,13.0,100.0,1.6,MAPbI,pin,10.1557/mrc.2018.231,1,MRS Communications,2018-12-28
2469,10.1557/jmr.2017.264,2017-07-13,Journal of Materials Research,,,,13.0,100.0,,MAPbBrI,pin,10.1557/jmr.2017.264,5,Journal of Materials Research,2017-07-13
2470,10.1039/c8ta03054e,2018-06-11,Journal of Materials Chemistry A,0.78,23.6,0.74,13.0,100.0,1.26,FAMAPbSnI,pin,10.1039/c8ta03054e,41,Journal of Materials Chemistry A,2018-06-11
2471,10.1039/C9TA05556H,2019-08-12,Journal of Materials Chemistry A,1.232,14.49,0.742,13.0,100.0,,CsPbBrI,nip,10.1039/C9TA05556H,15,Journal of Materials Chemistry A,2019-08-12
2472,10.1016/j.solener.2019.05.061,2019-06-05,Solar Energy,1.04,17.75,0.7020000000000001,13.0,100.0,1.6,MAPbI,nip,10.1016/j.solener.2019.05.061,19,Solar Energy,2019-06-05
2473,10.1021/acs.jpcc.6b02443,2016-05-10,The Journal of Physical Chemistry C,0.905,23.0,0.63,13.0,100.0,1.48,FAPbI,nip,10.1021/acs.jpcc.6b02443,72,The Journal of Physical Chemistry C,2016-05-10
2474,10.1039/C6TA09922J,2017-02-09,Journal of Materials Chemistry A,0.99,19.0,0.69,13.0,100.0,1.6,MAPbI,nip,10.1039/C6TA09922J,45,Journal of Materials Chemistry A,2017-02-09
2475,10.1021/acsphotonics.5b00119,2015-05-25,ACS Photonics,1.03,20.6,0.615,13.0,100.0,1.6,MAPbI,nip,10.1021/acsphotonics.5b00119,215,ACS Photonics,2015-05-25
2476,10.1039/C8TA03054E,2018-06-11,Journal of Materials Chemistry A,0.78,23.6,0.74,13.0,100.0,1.26,FAMAPbSnI,pin,10.1039/C8TA03054E,41,Journal of Materials Chemistry A,2018-06-11
2477,10.1002/ente.201900972,2019-09-17,Energy Technology,0.99,19.49,0.6709999999999999,13.0,100.0,1.6,MAPbI,nip,10.1002/ente.201900972,4,Energy Technology,2019-09-17
2478,10.1364/OME.380354,2019-12-12,Optical Materials Express,1.02,21.49,0.594,13.01,100.0,1.65,MAPbI,nip,10.1364/OME.380354,9,Optical Materials Express,2019-12-12
2479,10.1039/c5ta02710a,2015-06-25,Journal of Materials Chemistry A,1.0,19.6,0.68,13.01,100.0,1.62,MAPbI,nip,10.1039/c5ta02710a,112,Journal of Materials Chemistry A,2015-06-25
2480,10.1016/j.cej.2019.04.099,2019-04-15,Chemical Engineering Journal,0.975,21.49,0.621,13.01,100.0,1.55,MAPbI,nip,10.1016/j.cej.2019.04.099,23,Chemical Engineering Journal,2019-04-15
2481,10.1007/s40243-018-0139-3,2018-12-19,Materials for Renewable and Sustainable Energy,0.98,22.5,0.6,13.02,100.0,1.6,MAPbI,pin,10.1007/s40243-018-0139-3,7,Materials for Renewable and Sustainable Energy,2018-12-19
2482,10.1021/acsami.8b15399,2018-11-20,ACS Applied Materials & Interfaces,1.017,21.65,0.595,13.03,100.0,1.6,MAPbI,nip,10.1021/acsami.8b15399,16,ACS Applied Materials & Interfaces,2018-11-20
2483,10.1016/j.electacta.2015.12.170,2015-12-30,Electrochimica Acta,0.877,22.15,0.6709999999999999,13.03,100.0,1.54,FAMAPbI,nip,10.1016/j.electacta.2015.12.170,38,Electrochimica Acta,2015-12-30
2484,10.1021/acsami.9b17552,2019-12-04,ACS Applied Materials & Interfaces,0.91,22.39,0.64,13.03,100.0,1.6,MAPbI,nip,10.1021/acsami.9b17552,12,ACS Applied Materials & Interfaces,2019-12-04
2485,10.1021/acs.chemmater.6b00429,2016-03-28,Chemistry of Materials,0.96,21.92,0.617,13.03,100.0,1.6,MAPbI,pin,10.1021/acs.chemmater.6b00429,47,Chemistry of Materials,2016-03-28
2486,10.1016/j.solmat.2019.03.045,2019-04-02,Solar Energy Materials and Solar Cells,0.91,22.39,0.64,13.03,100.0,1.6,MAPbI,nip,10.1016/j.solmat.2019.03.045,20,Solar Energy Materials and Solar Cells,2019-04-02
2487,10.1002/smll.202001772,2020-05-18,Small,1.22,17.66,0.63,13.05,100.0,1.8,CsPbI,nip,10.1002/smll.202001772,50,Small,2020-05-18
2488,10.1039/c5cp03995a,2015-09-14,Physical Chemistry Chemical Physics,0.9,18.21,0.8,13.06,100.0,,MAPbBrI,pin,10.1039/c5cp03995a,88,Physical Chemistry Chemical Physics,2015-09-14
2489,10.1088/1757-899X/182/1/012001,2017-03-10,IOP Conference Series: Materials Science and Engineering,1.01,24.4,0.53,13.06,100.0,1.6,MAPbI,nip,10.1088/1757-899X/182/1/012001,1,IOP Conference Series: Materials Science and Engineering,2017-03-10
2490,10.1007/s10854-016-5196-8,2016-06-29,Journal of Materials Science: Materials in Electronics,0.97,19.4,0.6890000000000001,13.06,100.0,1.6,MAPbI,nip,10.1007/s10854-016-5196-8,10,Journal of Materials Science: Materials in Electronics,2016-06-29
2491,10.1016/j.dyepig.2018.11.005,2018-11-05,Dyes and Pigments,0.92,21.67,0.65,13.06,100.0,1.6,MAPbI,nip,10.1016/j.dyepig.2018.11.005,11,Dyes and Pigments,2018-11-05
2492,10.1039/c5ta01479d,2015-03-18,Journal of Materials Chemistry A,0.99,18.07,0.73,13.06,100.0,1.55,MAPbI,pin,10.1039/c5ta01479d,34,Journal of Materials Chemistry A,2015-03-18
2493,10.1021/jz502703p,2015-01-13,The Journal of Physical Chemistry Letters,1.03,20.62,0.62,13.07,100.0,1.6,MAPbI,nip,10.1021/jz502703p,295,The Journal of Physical Chemistry Letters,2015-01-13
2494,10.1021/acs.jpcc.7b00419,2017-04-26,The Journal of Physical Chemistry C,1.02,18.75,0.6859999999999999,13.07,100.0,1.6,MAPbI,pin,10.1021/acs.jpcc.7b00419,11,The Journal of Physical Chemistry C,2017-04-26
2495,10.1016/j.nanoen.2017.08.055,2017-09-07,Nano Energy,1.0,20.1,0.65,13.07,100.0,1.6,MAPbI,nip,10.1016/j.nanoen.2017.08.055,14,Nano Energy,2017-09-06
2496,10.1039/c5ra23430a,2015-12-23,RSC Advances,0.94,21.72,0.64,13.07,100.0,1.48,FAPbI,nip,10.1039/c5ra23430a,39,RSC Advances,2015-12-23
2497,10.1021/acsami.5b11679,2016-01-28,ACS Applied Materials & Interfaces,0.96,20.42,0.6679999999999999,13.08,100.0,1.5,MAPbI,nip,10.1021/acsami.5b11679,41,ACS Applied Materials & Interfaces,2016-01-28
2498,10.1039/c9ta05802h,2019-07-19,Journal of Materials Chemistry A,1.26,14.6,0.747,13.09,100.0,,CsPbBrI,pin,10.1039/c9ta05802h,22,Journal of Materials Chemistry A,2019-07-19
2499,10.1039/c4ta05012f,2014-10-16,Journal of Materials Chemistry A,0.94,18.47,0.75,13.09,100.0,1.6,MAPbI,pin,10.1039/c4ta05012f,129,Journal of Materials Chemistry A,2014-10-16
2500,10.1016/j.dyepig.2017.07.037,2017-07-23,Dyes and Pigments,1.01,19.76,0.653,13.1,100.0,1.6,MAPbI,nip,10.1016/j.dyepig.2017.07.037,22,Dyes and Pigments,2017-07-23
2501,10.1016/j.solmat.2019.04.007,2019-04-19,Solar Energy Materials and Solar Cells,0.91,20.2,0.71,13.1,100.0,1.6,MAPbI,pin,10.1016/j.solmat.2019.04.007,12,Solar Energy Materials and Solar Cells,2019-04-19
2502,10.1007/s11172-020-2894-4,2020-09-02,Russian Chemical Bulletin,0.97,19.9,0.68,13.1,100.0,1.62,MAPbI,nip,10.1007/s11172-020-2894-4,7,Russian Chemical Bulletin,2020-09-02
2503,10.1016/j.electacta.2015.09.165,2015-10-20,Electrochimica Acta,0.963,19.1,0.71,13.1,100.0,1.6,MAPbI,nip,10.1016/j.electacta.2015.09.165,50,Electrochimica Acta,2015-10-20
2504,10.1007/s12274-017-1515-5,2017-03-16,Nano Research,0.92,19.03,0.746,13.1,100.0,1.6,MAPbI,pin,10.1007/s12274-017-1515-5,13,Nano Research,2017-03-16
2505,10.1002/adma.201501489,2015-07-15,Advanced Materials,0.949,18.95,0.746,13.1,100.0,,FAMAPbI,pin,10.1002/adma.201501489,130,Advanced Materials,2015-07-15
